KPI ID,timestamp,alpha01EWMA,alpha03EWMA,alpha05EWMA,alpha07EWMA,alpha09EWMA
b3b2e6d1a791d63a,1469203200,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541
b3b2e6d1a791d63a,1469203500,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541
b3b2e6d1a791d63a,1469203800,-1.216131406165,-1.2513086476749997,-1.286485889185,-1.3216631306949997,-1.356840372205
b3b2e6d1a791d63a,1469204100,-1.2179432035795,-1.2461908674654998,-1.2603676347475,-1.2604735054254999,-1.2465084794995
b3b2e6d1a791d63a,1469204400,-1.24288049929955,-1.3125284554598498,-1.3638418977637499,-1.4052633641736498,-1.44523539265195
b3b2e6d1a791d63a,1469204700,-1.237340716545595,-1.2750147203498947,-1.275662284761875,-1.2528168794840948,-1.2132579438491948
b3b2e6d1a791d63a,1469205000,-1.2545712297480356,-1.3154040588159264,-1.3426540666659377,-1.3625971578442284,-1.3900070580979196
b3b2e6d1a791d63a,1469205300,-1.278023887353232,-1.3675121829111485,-1.415875936232969,-1.4511476114132686,-1.4791887310297922
b3b2e6d1a791d63a,1469205600,-1.2989370763439088,-1.403405261215804,-1.4515158567464845,-1.4763533275059806,-1.4863590726369793
b3b2e6d1a791d63a,1469205900,-1.326963910547518,-1.4561453083650626,-1.5153606375632422,-1.5483497911177941,-1.569920783805698
b3b2e6d1a791d63a,1469206200,-1.311289461941766,-1.3703675432025437,-1.3427900310266212,-1.2836585344783382,-1.2101895604215698
b3b2e6d1a791d63a,1469206500,-1.3386272595035895,-1.4346575115097806,-1.4637287342933107,-1.4943647666355013,-1.5472196498461572
b3b2e6d1a791d63a,1469206800,-1.3482055109682307,-1.4345831903018462,-1.4490692542216554,-1.4523962718956502,-1.4456907617196155
b3b2e6d1a791d63a,1469207100,-1.3668007001504077,-1.4644554540482921,-1.4916133285058275,-1.5096290635216947,-1.5253107386829614
b3b2e6d1a791d63a,1469207400,-1.341837191254367,-1.3602685011908044,-1.3043894698479137,-1.2349046468895084,-1.1579801239392962
b3b2e6d1a791d63a,1469207700,-1.3397861175069303,-1.3485858869675629,-1.3128579618139569,-1.2953999117128525,-1.3049918207959297
b3b2e6d1a791d63a,1469208000,-1.3615036801572376,-1.411098644080294,-1.4349098529119786,-1.4784931943208557,-1.531764751688593
b3b2e6d1a791d63a,1469208300,-1.415697787318514,-1.5588024763872057,-1.6691773023409893,-1.7759592845352565,-1.8662767517618593
b3b2e6d1a791d63a,1469208600,-1.4898819003636627,-1.7384234088020438,-1.9133581100554946,-2.043065027799577,-2.1284127011691862
b3b2e6d1a791d63a,1469208900,-1.5860746211152965,-1.9524391185254304,-2.1825836089677475,-2.329185883855873,-2.4194694672089185
b3b2e6d1a791d63a,1469209200,-1.592121820449767,-1.860671367305801,-1.9145651117138738,-1.8513383952787619,-1.723838899734892
b3b2e6d1a791d63a,1469209500,-1.6111997063917904,-1.8373401610750608,-1.8487328957919371,-1.8034319944926287,-1.7769945018564894
b3b2e6d1a791d63a,1469209800,-1.6190620565486114,-1.7930850751405423,-1.7692780518759685,-1.7239058439197885,-1.698540337349649
b3b2e6d1a791d63a,1469210100,-1.6184657468517503,-1.7390892404723794,-1.6911885057279843,-1.6463410248819366,-1.621643097356965
b3b2e6d1a791d63a,1469210400,-1.6271103295635754,-1.7288359405216656,-1.6980500398489922,-1.6873404092435809,-1.6965847263086964
b3b2e6d1a791d63a,1469210700,-1.567299871952218,-1.5188868844001657,-1.363527896649496,-1.226506150188074,-1.0957636507358695
b3b2e6d1a791d63a,1469211000,-1.6460142345369964,-1.769553868420116,-1.858985697224748,-2.016062293516422,-2.2285755130935874
b3b2e6d1a791d63a,1469211300,-1.7077094597402966,-1.9175776538650808,-2.060976091897374,-2.1888952286539265,-2.259527389222359
b3b2e6d1a791d63a,1469211600,-1.693393837254267,-1.8116703281695563,-1.812764663388687,-1.7518558330121778,-1.634050650314236
b3b2e6d1a791d63a,1469211900,-1.6320776164098403,-1.5922387183616893,-1.4464981460993434,-1.2817188900706533,-1.1356135309604236
b3b2e6d1a791d63a,1469212200,-1.6645006006388563,-1.7014593404631824,-1.7014028023996717,-1.753930888111196,-1.8742380659260425
b3b2e6d1a791d63a,1469212500,-1.6580876515129708,-1.6711328711382274,-1.6508869558898358,-1.6464390429993587,-1.6277578050346042
b3b2e6d1a791d63a,1469212800,-1.731317756713674,-1.8869096208527592,-2.020637829704918,-2.167203805363808,-2.3141256136714605
b3b2e6d1a791d63a,1469213100,-1.7245640778113067,-1.8199710249039314,-1.842209398697459,-1.8148078189921422,-1.728815432288146
b3b2e6d1a791d63a,1469213400,-1.7782991374821762,-1.952554119788752,-2.0520620366087297,-2.1277826178616426,-2.208604750296815
b3b2e6d1a791d63a,1469213700,-1.7780028069959586,-1.8993886336381263,-1.9136989346143647,-1.8810698681924927,-1.8186627243876816
b3b2e6d1a791d63a,1469214000,-1.7905663939393628,-1.9006636464756883,-1.9086688055221823,-1.8968680339587478,-1.895141081225768
