KPI ID,lstm_feature,timestamp
8a20c229e9860d0c,6.9398904953044e-310,1477238400
8a20c229e9860d0c,6.9398904953044e-310,1477238700
8a20c229e9860d0c,2.1219957905e-314,1477239000
8a20c229e9860d0c,2.868449558442978e+214,1477239300
8a20c229e9860d0c,1.4316264348080757e+214,1477239600
8a20c229e9860d0c,2.857642459345602e+161,1477239900
8a20c229e9860d0c,6.229530892655486e+228,1477240200
8a20c229e9860d0c,4.263364509510604e+180,1477240500
8a20c229e9860d0c,2.857642459345605e+161,1477240800
8a20c229e9860d0c,6.033513880309389e+247,1477241100
8a20c229e9860d0c,6.257361834657761e+179,1477241400
8a20c229e9860d0c,2.2264272585494144e+252,1477241700
8a20c229e9860d0c,6.972836200088883e+228,1477242000
8a20c229e9860d0c,1.01857359555e-312,1477242300
8a20c229e9860d0c,6.3e-322,1477242600
8a20c229e9860d0c,0.01966182761518323,1477242900
8a20c229e9860d0c,0.013708012308849993,1477243200
8a20c229e9860d0c,0.0032863333958151747,1477243500
8a20c229e9860d0c,6.381627848475735e-05,1477243800
8a20c229e9860d0c,0.0042086751354493,1477244100
8a20c229e9860d0c,0.0029578201117547234,1477244400
8a20c229e9860d0c,0.004360133415243515,1477244700
8a20c229e9860d0c,0.0049370133136811545,1477245000
8a20c229e9860d0c,0.008178506271170484,1477245300
8a20c229e9860d0c,0.0158611690627542,1477245600
8a20c229e9860d0c,0.006540841990021473,1477245900
8a20c229e9860d0c,0.006122699898197172,1477246200
8a20c229e9860d0c,0.004015877268148317,1477246500
8a20c229e9860d0c,0.0030225899686332144,1477246800
8a20c229e9860d0c,0.007099256068609297,1477247100
8a20c229e9860d0c,0.0015077440984656298,1477247400
8a20c229e9860d0c,0.004598776902655616,1477247700
8a20c229e9860d0c,0.008993144310201935,1477248000
8a20c229e9860d0c,0.009810933468909655,1477248300
8a20c229e9860d0c,0.005746336321427077,1477248600
8a20c229e9860d0c,0.007657267331723457,1477248900
8a20c229e9860d0c,0.012243648841359644,1477249200
8a20c229e9860d0c,0.011942973622837437,1477249500
8a20c229e9860d0c,0.009608628311672994,1477249800
8a20c229e9860d0c,0.010292735206209422,1477250100
8a20c229e9860d0c,0.009215996940833606,1477250400
8a20c229e9860d0c,0.00769516248269949,1477250700
8a20c229e9860d0c,0.007790298877036143,1477251000
8a20c229e9860d0c,0.006907880466192257,1477251300
8a20c229e9860d0c,0.006929151498702865,1477251600
8a20c229e9860d0c,0.007043885866878614,1477251900
8a20c229e9860d0c,0.005585350980205964,1477252200
8a20c229e9860d0c,0.0045422516554326185,1477252500
8a20c229e9860d0c,0.010371031482309504,1477252800
8a20c229e9860d0c,0.004568708890450506,1477253100
8a20c229e9860d0c,0.0031330297765482483,1477253400
8a20c229e9860d0c,0.01245436879317071,1477253700
8a20c229e9860d0c,0.0033828709212597174,1477254000
8a20c229e9860d0c,0.0010804639433415822,1477254300
8a20c229e9860d0c,0.0014903166722293193,1477254600
8a20c229e9860d0c,0.0020020925488104246,1477254900
8a20c229e9860d0c,0.0009235140377143354,1477255200
8a20c229e9860d0c,0.0018046684396578055,1477255500
8a20c229e9860d0c,0.0009573108539798203,1477255800
8a20c229e9860d0c,0.0008283478475992513,1477256100
8a20c229e9860d0c,0.016111554476247736,1477256400
