KPI ID,lstm_feature,timestamp
b3b2e6d1a791d63a,6.9398904953044e-310,1469203200
b3b2e6d1a791d63a,6.9398904953044e-310,1469203500
b3b2e6d1a791d63a,2.1219957905e-314,1469203800
b3b2e6d1a791d63a,2.868449558442978e+214,1469204100
b3b2e6d1a791d63a,1.4316264348080757e+214,1469204400
b3b2e6d1a791d63a,2.857642459345602e+161,1469204700
b3b2e6d1a791d63a,6.229530892655486e+228,1469205000
b3b2e6d1a791d63a,4.263364509510604e+180,1469205300
b3b2e6d1a791d63a,2.857642459345605e+161,1469205600
b3b2e6d1a791d63a,6.033513880309389e+247,1469205900
b3b2e6d1a791d63a,6.257361834657761e+179,1469206200
b3b2e6d1a791d63a,2.2264272585494144e+252,1469206500
b3b2e6d1a791d63a,6.972836200088883e+228,1469206800
b3b2e6d1a791d63a,1.01857359555e-312,1469207100
b3b2e6d1a791d63a,6.3e-322,1469207400
b3b2e6d1a791d63a,0.04436883544339976,1469207700
b3b2e6d1a791d63a,0.34678695973482365,1469208000
b3b2e6d1a791d63a,0.44010735339618456,1469208300
b3b2e6d1a791d63a,0.6901310912639789,1469208600
b3b2e6d1a791d63a,0.15417671310050918,1469208900
b3b2e6d1a791d63a,0.056825927532142106,1469209200
b3b2e6d1a791d63a,0.09755847932508677,1469209500
b3b2e6d1a791d63a,0.07641002692056009,1469209800
b3b2e6d1a791d63a,0.08448245336438642,1469210100
b3b2e6d1a791d63a,0.7519087766616934,1469210400
b3b2e6d1a791d63a,0.6896331208166198,1469210700
b3b2e6d1a791d63a,0.4844208255029585,1469211000
b3b2e6d1a791d63a,0.26424558938826403,1469211300
b3b2e6d1a791d63a,0.7006548098583392,1469211600
b3b2e6d1a791d63a,0.24429205133318432,1469211900
b3b2e6d1a791d63a,0.009733548400058023,1469212200
b3b2e6d1a791d63a,0.8931920485112097,1469212500
b3b2e6d1a791d63a,0.11842819777537295,1469212800
b3b2e6d1a791d63a,0.6683095588097869,1469213100
b3b2e6d1a791d63a,0.04294908252792151,1469213400
b3b2e6d1a791d63a,0.43958041995543895,1469213700
b3b2e6d1a791d63a,0.010343850639778829,1469214000
b3b2e6d1a791d63a,0.048254426863354016,1469214300
b3b2e6d1a791d63a,0.11732715007305261,1469214600
b3b2e6d1a791d63a,0.190362758717038,1469214900
b3b2e6d1a791d63a,0.06691938915761586,1469215200
b3b2e6d1a791d63a,0.0326067996570365,1469215500
b3b2e6d1a791d63a,0.24646590088208065,1469215800
b3b2e6d1a791d63a,1.0469562791398463,1469216100
b3b2e6d1a791d63a,0.40164876846749564,1469216400
b3b2e6d1a791d63a,0.5591652914611414,1469216700
b3b2e6d1a791d63a,0.23417281808954638,1469217000
b3b2e6d1a791d63a,0.6728483366437368,1469217300
b3b2e6d1a791d63a,0.25213653613584497,1469217600
b3b2e6d1a791d63a,0.3576280729210004,1469217900
b3b2e6d1a791d63a,0.3262695419140471,1469218200
b3b2e6d1a791d63a,0.3483487486624264,1469218500
b3b2e6d1a791d63a,0.80023883339511,1469218800
b3b2e6d1a791d63a,0.4985607451577161,1469219100
b3b2e6d1a791d63a,0.48616756756941126,1469219400
b3b2e6d1a791d63a,0.17616197738541328,1469219700
b3b2e6d1a791d63a,0.2056072462111136,1469220000
b3b2e6d1a791d63a,0.27018746552947515,1469220300
b3b2e6d1a791d63a,0.028046641143778084,1469220600
b3b2e6d1a791d63a,1.6630073607672475,1469220900
b3b2e6d1a791d63a,0.589839764004844,1469221200
b3b2e6d1a791d63a,0.2309748750326126,1469221500
b3b2e6d1a791d63a,0.6564480139051537,1469221800
b3b2e6d1a791d63a,0.803990613079894,1469222100
b3b2e6d1a791d63a,0.5063173907312539,1469222400
b3b2e6d1a791d63a,0.8420486152141571,1469222700
b3b2e6d1a791d63a,0.7926971800913483,1469223000
b3b2e6d1a791d63a,0.33831010440168535,1469223300
b3b2e6d1a791d63a,0.0960256871002576,1469223600
b3b2e6d1a791d63a,0.46901141775240157,1469223900
b3b2e6d1a791d63a,0.23406536324876126,1469224200
b3b2e6d1a791d63a,0.5350152702207995,1469224500
b3b2e6d1a791d63a,0.2353476345587291,1469224800
b3b2e6d1a791d63a,0.5766058700379396,1469225100
b3b2e6d1a791d63a,0.4534343101489466,1469225400
b3b2e6d1a791d63a,1.4262503886587479,1469225700
b3b2e6d1a791d63a,0.574013087962892,1469226000
b3b2e6d1a791d63a,0.14613605750032516,1469226300
b3b2e6d1a791d63a,0.10680379272742002,1469226600
b3b2e6d1a791d63a,0.46819186899506327,1469226900
b3b2e6d1a791d63a,0.06165540272957837,1469227200
b3b2e6d1a791d63a,0.39709599270220547,1469227500
b3b2e6d1a791d63a,0.09192257970721132,1469227800
b3b2e6d1a791d63a,0.0006531489934061274,1469228100
b3b2e6d1a791d63a,0.2828315004973889,1469228400
b3b2e6d1a791d63a,0.20086947318054732,1469228700
b3b2e6d1a791d63a,0.29206235446206863,1469229000
b3b2e6d1a791d63a,0.3010725222832349,1469229300
b3b2e6d1a791d63a,0.34795046097436594,1469229600
b3b2e6d1a791d63a,0.1376487709328617,1469229900
b3b2e6d1a791d63a,0.1723114448292496,1469230200
b3b2e6d1a791d63a,0.264193371006045,1469230500
b3b2e6d1a791d63a,0.2590371139902903,1469230800
b3b2e6d1a791d63a,0.06059537247566656,1469231100
b3b2e6d1a791d63a,0.08093643038935178,1469231400
b3b2e6d1a791d63a,0.01664194172160477,1469231700
b3b2e6d1a791d63a,0.2614923774721611,1469232000
b3b2e6d1a791d63a,0.17120563928129962,1469232300
b3b2e6d1a791d63a,0.4685466274409119,1469232600
b3b2e6d1a791d63a,0.09046370068691782,1469232900
b3b2e6d1a791d63a,0.15395156873714677,1469233200
b3b2e6d1a791d63a,0.07528961496202785,1469233500
b3b2e6d1a791d63a,0.032480682550106,1469233800
b3b2e6d1a791d63a,0.09932845753375505,1469234100
b3b2e6d1a791d63a,0.08036660745227697,1469234400
b3b2e6d1a791d63a,0.029003887520196527,1469234700
b3b2e6d1a791d63a,0.14405497063195957,1469235000
b3b2e6d1a791d63a,0.0962090648307958,1469235300
b3b2e6d1a791d63a,0.19456022991251254,1469235600
b3b2e6d1a791d63a,0.17975108801238399,1469235900
b3b2e6d1a791d63a,0.026006849445849703,1469236200
b3b2e6d1a791d63a,0.03529735634934462,1469236500
b3b2e6d1a791d63a,0.07963719206354952,1469236800
b3b2e6d1a791d63a,0.03697438449772513,1469237100
b3b2e6d1a791d63a,0.13222919769367003,1469237400
b3b2e6d1a791d63a,0.1375830909280723,1469237700
b3b2e6d1a791d63a,0.08919317864959794,1469238000
b3b2e6d1a791d63a,0.025736840206290218,1469238300
b3b2e6d1a791d63a,0.3103239083339129,1469238600
b3b2e6d1a791d63a,0.02202558798370817,1469238900
b3b2e6d1a791d63a,0.018493040482322365,1469239200
b3b2e6d1a791d63a,0.0565102300520742,1469239500
b3b2e6d1a791d63a,0.03614026303568968,1469239800
b3b2e6d1a791d63a,0.05150180169983054,1469240100
b3b2e6d1a791d63a,0.04997758302180211,1469240400
b3b2e6d1a791d63a,0.19119654267264602,1469240700
b3b2e6d1a791d63a,0.03149276659055718,1469241000
b3b2e6d1a791d63a,0.11829894890481644,1469241300
b3b2e6d1a791d63a,0.11784525328033384,1469241600
b3b2e6d1a791d63a,0.20168089279429025,1469241900
b3b2e6d1a791d63a,0.1649475926859672,1469242200
b3b2e6d1a791d63a,0.05237309524154811,1469242500
b3b2e6d1a791d63a,0.08654356544881538,1469242800
b3b2e6d1a791d63a,0.12851932509733305,1469243100
b3b2e6d1a791d63a,0.05088736730118297,1469243400
b3b2e6d1a791d63a,0.15283454050190393,1469243700
b3b2e6d1a791d63a,0.055139291134977536,1469244000
b3b2e6d1a791d63a,0.04823385879656023,1469244300
b3b2e6d1a791d63a,0.19933453404380594,1469244600
b3b2e6d1a791d63a,0.03404887536446073,1469244900
b3b2e6d1a791d63a,0.09894877513467969,1469245200
b3b2e6d1a791d63a,0.18201550680534384,1469245500
b3b2e6d1a791d63a,0.03482229382613561,1469245800
b3b2e6d1a791d63a,0.034383939850964634,1469246100
b3b2e6d1a791d63a,0.043506609326004725,1469246400
b3b2e6d1a791d63a,0.0307663343492742,1469246700
b3b2e6d1a791d63a,0.05704533171360923,1469247000
b3b2e6d1a791d63a,0.2214636499480908,1469247300
b3b2e6d1a791d63a,0.19988713385479834,1469247600
b3b2e6d1a791d63a,0.08923648682200108,1469247900
b3b2e6d1a791d63a,0.24035187365468524,1469248200
b3b2e6d1a791d63a,0.23932485512866353,1469248500
b3b2e6d1a791d63a,0.08728092248469278,1469248800
b3b2e6d1a791d63a,0.1495249496743945,1469249100
b3b2e6d1a791d63a,0.013424584588879893,1469249400
b3b2e6d1a791d63a,0.08226559631375974,1469249700
b3b2e6d1a791d63a,0.023918592768500106,1469250000
b3b2e6d1a791d63a,0.045730950679264644,1469250300
b3b2e6d1a791d63a,0.07760014431731886,1469250600
b3b2e6d1a791d63a,0.04024359744757771,1469250900
b3b2e6d1a791d63a,0.1374648519130476,1469251200
b3b2e6d1a791d63a,0.24889364500831854,1469251500
b3b2e6d1a791d63a,0.10070622665079558,1469251800
b3b2e6d1a791d63a,0.010258572607387773,1469252100
b3b2e6d1a791d63a,0.13370475978408758,1469252400
b3b2e6d1a791d63a,0.06931373108839073,1469252700
b3b2e6d1a791d63a,0.17189175888008484,1469253000
b3b2e6d1a791d63a,0.08407459592471503,1469253300
b3b2e6d1a791d63a,0.022628764497526377,1469253600
b3b2e6d1a791d63a,0.20136802770968978,1469253900
b3b2e6d1a791d63a,0.1264692492003598,1469254200
b3b2e6d1a791d63a,0.11105648671379004,1469254500
b3b2e6d1a791d63a,0.12901826715909737,1469254800
b3b2e6d1a791d63a,0.19756270897887832,1469255100
b3b2e6d1a791d63a,0.02500466802735534,1469255400
b3b2e6d1a791d63a,0.1475915638034785,1469255700
b3b2e6d1a791d63a,0.1817262744847869,1469256000
b3b2e6d1a791d63a,0.28706460953213825,1469256300
b3b2e6d1a791d63a,0.18318041938875196,1469256600
b3b2e6d1a791d63a,0.01118853436005332,1469256900
b3b2e6d1a791d63a,0.13857581986436118,1469257200
b3b2e6d1a791d63a,0.0925928237024207,1469257500
b3b2e6d1a791d63a,0.13236950146104254,1469257800
b3b2e6d1a791d63a,0.07915602204787504,1469258100
b3b2e6d1a791d63a,0.12522130076738008,1469258400
b3b2e6d1a791d63a,0.24098837888454644,1469258700
b3b2e6d1a791d63a,0.22076657960517565,1469259000
b3b2e6d1a791d63a,0.054314126185837086,1469259300
b3b2e6d1a791d63a,0.17888980958523426,1469259600
b3b2e6d1a791d63a,0.008333565929314987,1469259900
b3b2e6d1a791d63a,0.1704464076962416,1469260200
b3b2e6d1a791d63a,0.030685483338362463,1469260500
b3b2e6d1a791d63a,0.0625758918423823,1469260800
b3b2e6d1a791d63a,0.1745754264297011,1469261100
b3b2e6d1a791d63a,0.0985957712250394,1469261400
b3b2e6d1a791d63a,0.3593438657754496,1469261700
b3b2e6d1a791d63a,0.2216202438382229,1469262000
b3b2e6d1a791d63a,0.09826713696994344,1469262300
b3b2e6d1a791d63a,0.04221044641324573,1469262600
b3b2e6d1a791d63a,0.06796940284441383,1469262900
