KPI ID,timestamp,win10MA,win20MA,win30MA,win40MA,win50MA,win10MADiff,win20MADiff,win30MADiff,win40MADiff,win50MADiff
76f4550c43334374,1477670400,0.0956368748260624,0.0956368748260624,0.0956368748260624,0.0956368748260624,0.0956368748260624,0.0,0.0,0.0,0.0,0.0
76f4550c43334374,1477670700,0.0956368748260624,0.0956368748260624,0.0956368748260624,0.0956368748260624,0.0956368748260624,-0.0019446998958589923,-0.0019446998958589923,-0.0019446998958589923,-0.0019446998958589923,-0.0019446998958589923
76f4550c43334374,1477671000,0.0946645248781329,0.0946645248781329,0.0946645248781329,0.0946645248781329,0.0946645248781329,0.00678307316280026,0.00678307316280026,0.00678307316280026,0.00678307316280026,0.00678307316280026
76f4550c43334374,1477671300,0.09692554926573299,0.09692554926573299,0.09692554926573299,0.09692554926573299,0.09692554926573299,-0.0055877190863883874,-0.0055877190863883874,-0.0055877190863883874,-0.0055877190863883874,-0.0055877190863883874
76f4550c43334374,1477671600,0.0955286194941359,0.0955286194941359,0.0955286194941359,0.0955286194941359,0.0955286194941359,-0.002596736509481598,-0.002596736509481598,-0.002596736509481598,-0.002596736509481598,-0.002596736509481598
76f4550c43334374,1477671900,0.09500927219223958,0.09500927219223958,0.09500927219223958,0.09500927219223958,0.09500927219223958,-0.004081086867891881,-0.004081086867891881,-0.004081086867891881,-0.004081086867891881,-0.004081086867891881
76f4550c43334374,1477672200,0.09432909104759092,0.09432909104759092,0.09432909104759092,0.09432909104759092,0.09432909104759092,0.0058494984751461115,0.0058494984751461115,0.0058494984751461115,0.0058494984751461115,0.0058494984751461115
76f4550c43334374,1477672500,0.09516473368689751,0.09516473368689751,0.09516473368689751,0.09516473368689751,0.09516473368689751,0.01227725985444611,0.01227725985444611,0.01227725985444611,0.01227725985444611,0.01227725985444611
76f4550c43334374,1477672800,0.09669939116870328,0.09669939116870328,0.09669939116870328,0.09669939116870328,0.09669939116870328,0.0037296605615769196,0.0037296605615769196,0.0037296605615769196,0.0037296605615769196,0.0037296605615769196
76f4550c43334374,1477673100,0.09711379789776738,0.09711379789776738,0.09711379789776738,0.09711379789776738,0.09711379789776738,0.008558262710342143,0.008558262710342143,0.008558262710342143,0.008558262710342143,0.008558262710342143
