KPI ID,timestamp,win10MA,win20MA,win30MA,win40MA,win50MA,win10MADiff,win20MADiff,win30MADiff,win40MADiff,win50MADiff
07927a9a18fa19ae,1467302400,0.197575041695,0.197575041695,0.197575041695,0.197575041695,0.197575041695,0.0,0.0,0.0,0.0,0.0
07927a9a18fa19ae,1467302700,0.197575041695,0.197575041695,0.197575041695,0.197575041695,0.197575041695,-0.047697770084,-0.047697770084,-0.047697770084,-0.047697770084,-0.047697770084
07927a9a18fa19ae,1467303000,0.173726156653,0.173726156653,0.173726156653,0.173726156653,0.173726156653,-0.0948329190257,-0.0948329190257,-0.0948329190257,-0.0948329190257,-0.0948329190257
07927a9a18fa19ae,1467303300,0.14211518364443335,0.14211518364443335,0.14211518364443335,0.14211518364443335,0.14211518364443335,-0.13011134836203334,-0.13011134836203334,-0.13011134836203334,-0.13011134836203334,-0.13011134836203334
07927a9a18fa19ae,1467303600,0.109587346553925,0.109587346553925,0.109587346553925,0.109587346553925,0.109587346553925,-0.13180963069572502,-0.13180963069572502,-0.13180963069572502,-0.13180963069572502,-0.13180963069572502
07927a9a18fa19ae,1467303900,0.08322542041478001,0.08322542041478001,0.08322542041478001,0.08322542041478001,0.08322542041478001,-0.13804847401718,-0.13804847401718,-0.13804847401718,-0.13804847401718,-0.13804847401718
07927a9a18fa19ae,1467304200,0.06021734141191667,0.06021734141191667,0.06021734141191667,0.06021734141191667,0.06021734141191667,-0.14054588674961666,-0.14054588674961666,-0.14054588674961666,-0.14054588674961666,-0.14054588674961666
07927a9a18fa19ae,1467304500,0.04013935759054286,0.04013935759054286,0.04013935759054286,0.04013935759054286,0.04013935759054286,-0.14600465139354285,-0.14600465139354285,-0.14600465139354285,-0.14600465139354285,-0.14600465139354285
07927a9a18fa19ae,1467304800,0.02188877616635,0.02188877616635,0.02188877616635,0.02188877616635,0.02188877616635,-0.16013604231935,-0.16013604231935,-0.16013604231935,-0.16013604231935,-0.16013604231935
07927a9a18fa19ae,1467305100,0.004095882575311109,0.004095882575311109,0.004095882575311109,0.004095882575311109,0.004095882575311109,-0.17075551636031108,-0.17075551636031108,-0.17075551636031108,-0.17075551636031108,-0.17075551636031108
07927a9a18fa19ae,1467305400,-0.012979669060720001,-0.012979669060720001,-0.012979669060720001,-0.012979669060720001,-0.012979669060720001,-0.18490543806228,-0.18490543806228,-0.18490543806228,-0.18490543806228,-0.18490543806228
07927a9a18fa19ae,1467305700,-0.052525683942519996,-0.029789254339109093,-0.029789254339109093,-0.029789254339109093,-0.029789254339109093,-0.18189854062948,-0.2046349702328909,-0.2046349702328909,-0.2046349702328909,-0.2046349702328909
07927a9a18fa19ae,1467306000,-0.09095583356082,-0.04684216852518333,-0.04684216852518333,-0.04684216852518333,-0.04684216852518333,-0.17231835286318004,-0.2164320178988167,-0.2164320178988167,-0.2164320178988167,-0.2164320178988167
07927a9a18fa19ae,1467306300,-0.12517257596595,-0.06349078528663077,-0.06349078528663077,-0.06349078528663077,-0.06349078528663077,-0.16760796364205,-0.22928975432136922,-0.22928975432136922,-0.22928975432136922,-0.22928975432136922
07927a9a18fa19ae,1467306600,-0.15565101345499,-0.07986862488101429,-0.07986862488101429,-0.07986862488101429,-0.07986862488101429,-0.16682341971801,-0.24260580829198572,-0.24260580829198572,-0.24260580829198572,-0.24260580829198572
07927a9a18fa19ae,1467306900,-0.18567622835810998,-0.09604234543381333,-0.09604234543381333,-0.09604234543381333,-0.09604234543381333,-0.16342893883189014,-0.2530628217561868,-0.2530628217561868,-0.2530628217561868,-0.2530628217561868
07927a9a18fa19ae,1467307200,-0.21510443971687,-0.11185877179357501,-0.11185877179357501,-0.11185877179357501,-0.11185877179357501,-0.15691191061313003,-0.260157578536425,-0.260157578536425,-0.260157578536425,-0.260157578536425
07927a9a18fa19ae,1467307500,-0.24427322021609998,-0.12716215876630588,-0.12716215876630588,-0.12716215876630588,-0.12716215876630588,-0.15152950169490004,-0.26864056314469414,-0.26864056314469414,-0.26864056314469414,-0.26864056314469414
07927a9a18fa19ae,1467307800,-0.2732669630269,-0.14208663449656667,-0.14208663449656667,-0.14208663449656667,-0.14208663449656667,-0.14675972468709997,-0.2779400532174333,-0.2779400532174333,-0.2779400532174333,-0.2779400532174333
07927a9a18fa19ae,1467308100,-0.301444905183,-0.1567150583501158,-0.1567150583501158,-0.1567150583501158,-0.1567150583501158,-0.14583765115000002,-0.2905674979828842,-0.2905674979828842,-0.2905674979828842,-0.2905674979828842
07927a9a18fa19ae,1467308400,-0.3295071974378,-0.17124343324926,-0.17124343324926,-0.17124343324926,-0.17124343324926,-0.14693788804820002,-0.30520165223674,-0.30520165223674,-0.30520165223674,-0.30520165223674
07927a9a18fa19ae,1467308700,-0.3573631952741,-0.20494443960831,-0.18577684526053334,-0.18577684526053334,-0.18577684526053334,-0.14049275030890013,-0.2929115059746901,-0.3120791003224668,-0.3120791003224668,-0.3120791003224668
07927a9a18fa19ae,1467309000,-0.3837063673752,-0.23733110046800998,-0.19996225891155459,-0.19996225891155459,-0.19996225891155459,-0.14021769108380006,-0.28659295799099005,-0.3239617995474454,-0.3239617995474454,-0.3239617995474454
07927a9a18fa19ae,1467309300,-0.40977135457869995,-0.267471965272325,-0.21404755454405222,-0.21404755454405222,-0.21404755454405222,-0.13600115819730008,-0.27830054750367506,-0.3317249582319478,-0.3317249582319478,-0.3317249582319478
07927a9a18fa19ae,1467309600,-0.4350705518955,-0.29536078267524496,-0.2278694278037167,-0.2278694278037167,-0.2278694278037167,-0.12861206720949997,-0.268321836429755,-0.3358131913012833,-0.3358131913012833,-0.3358131913012833
07927a9a18fa19ae,1467309900,-0.45919137048869996,-0.32243379942340494,-0.24130195545576805,-0.24130195545576805,-0.24130195545576805,-0.13065313168330006,-0.2674107027485951,-0.34854254671623197,-0.34854254671623197,-0.34854254671623197
07927a9a18fa19ae,1467310200,-0.48326530398689993,-0.34918487185188496,-0.254707438021777,-0.254707438021777,-0.254707438021777,-0.13077190725710008,-0.26485233939211505,-0.35932977322222304,-0.35932977322222304,-0.35932977322222304
07927a9a18fa19ae,1467310500,-0.5074673900782999,-0.3758703051472,-0.26801594814111857,-0.26801594814111857,-0.26801594814111857,-0.11779098726070014,-0.24938807219180004,-0.35724242919788146,-0.35724242919788146,-0.35724242919788146
07927a9a18fa19ae,1467310800,-0.5304129556210999,-0.40183995932399996,-0.28077460632675716,-0.28077460632675716,-0.28077460632675716,-0.11550612029290008,-0.24407911659000003,-0.36514446958724284,-0.36514446958724284,-0.36514446958724284
07927a9a18fa19ae,1467311100,-0.5530021944410999,-0.42722354981204996,-0.29336579493321385,-0.29336579493321385,-0.29336579493321385,-0.11095201472190008,-0.23673065935095,-0.3705884142297861,-0.3705884142297861,-0.3705884142297861
07927a9a18fa19ae,1467311400,-0.5746693597240998,-0.45208827858094996,-0.30571874207420674,-0.30571874207420674,-0.30571874207420674,-0.10666359135590009,-0.22924467249904995,-0.3756142090057932,-0.3756142090057932,-0.3756142090057932
07927a9a18fa19ae,1467311700,-0.5951581462834998,-0.47626067077879997,-0.3350156751667067,-0.31783532946149035,-0.31783532946149035,-0.1027096150025002,-0.22160709050720007,-0.3628520861192933,-0.3800324318245097,-0.3800324318245097
07927a9a18fa19ae,1467312000,-0.6151593278537998,-0.49943284761449996,-0.36327384292994,-0.3297113429560063,-0.3297113429560063,-0.09805548789520024,-0.21378196813450007,-0.34994097281906,-0.38350347279299374,-0.38350347279299374
07927a9a18fa19ae,1467312300,-0.6340884035827998,-0.52192987908075,-0.38967744470915006,-0.34133266031336973,-0.34133266031336973,-0.09347325126720019,-0.20563177576925007,-0.33788421014084996,-0.3862289945366303,-0.3862289945366303
07927a9a18fa19ae,1467312600,-0.6522673177901999,-0.54366893484285,-0.4143296277135634,-0.3526923366232706,-0.3526923366232706,-0.09282936262780017,-0.20142774557515009,-0.3307670527044366,-0.39240434379472944,-0.39240434379472944
