KPI ID,timestamp,win10MA,win20MA,win30MA,win40MA,win50MA,win10MADiff,win20MADiff,win30MADiff,win40MADiff,win50MADiff
b3b2e6d1a791d63a,1469203200,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,0.0,0.0,0.0,0.0,0.0
b3b2e6d1a791d63a,1469203500,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,-1.19854278541,-0.17588620755000006,-0.17588620755000006,-0.17588620755000006,-0.17588620755000006,-0.17588620755000006
b3b2e6d1a791d63a,1469203800,-1.286485889185,-1.286485889185,-1.286485889185,-1.286485889185,-1.286485889185,0.052236508874999865,0.052236508874999865,0.052236508874999865,0.052236508874999865,0.052236508874999865
b3b2e6d1a791d63a,1469204100,-1.26907371956,-1.26907371956,-1.26907371956,-1.26907371956,-1.26907371956,-0.1982424412199999,-0.1982424412199999,-0.1982424412199999,-0.1982424412199999,-0.1982424412199999
b3b2e6d1a791d63a,1469204400,-1.318634329865,-1.318634329865,-1.318634329865,-1.318634329865,-1.318634329865,0.13115165810500007,0.13115165810500007,0.13115165810500007,0.13115165810500007,0.13115165810500007
b3b2e6d1a791d63a,1469204700,-1.292403998244,-1.292403998244,-1.292403998244,-1.292403998244,-1.292403998244,-0.11724185032599999,-0.11724185032599999,-0.11724185032599999,-0.11724185032599999,-0.11724185032599999
b3b2e6d1a791d63a,1469205000,-1.3119443066316667,-1.3119443066316667,-1.3119443066316667,-1.3119443066316667,-1.3119443066316667,-0.17715349916833345,-0.17715349916833345,-0.17715349916833345,-0.17715349916833345,-0.17715349916833345
b3b2e6d1a791d63a,1469205300,-1.3372519493700001,-1.3372519493700001,-1.3372519493700001,-1.3372519493700001,-1.3372519493700001,-0.14990382788999979,-0.14990382788999979,-0.14990382788999979,-0.14990382788999979,-0.14990382788999979
b3b2e6d1a791d63a,1469205600,-1.3559899278562502,-1.3559899278562502,-1.3559899278562502,-1.3559899278562502,-1.3559899278562502,-0.22321549052374978,-0.22321549052374978,-0.22321549052374978,-0.22321549052374978,-0.22321549052374978
b3b2e6d1a791d63a,1469205900,-1.3807916490255556,-1.3807916490255556,-1.3807916490255556,-1.3807916490255556,-1.3807916490255556,0.21057222453555569,0.21057222453555569,0.21057222453555569,0.21057222453555569,0.21057222453555569
b3b2e6d1a791d63a,1469206200,-1.359734426572,-1.359734426572,-1.359734426572,-1.359734426572,-1.359734426572,-0.22493301098800011,-0.22493301098800011,-0.22493301098800011,-0.22493301098800011,-0.22493301098800011
b3b2e6d1a791d63a,1469206500,-1.398346891787,-1.3801828821163638,-1.3801828821163638,-1.3801828821163638,-1.3801828821163638,-0.03606288236300004,-0.054226892033636176,-0.054226892033636176,-0.054226892033636176,-0.054226892033636176
b3b2e6d1a791d63a,1469206800,-1.404344969906,-1.3847017897858336,-1.3847017897858336,-1.3847017897858336,-1.3847017897858336,-0.1298124328839998,-0.1494556130041662,-0.1494556130041662,-0.1494556130041662,-0.1494556130041662
b3b2e6d1a791d63a,1469207100,-1.434335772154,-1.3961983754015388,-1.3961983754015388,-1.3961983754015388,-1.3961983754015388,0.3171701609640001,0.2790327642115389,0.2790327642115389,0.2790327642115389,0.2790327642115389
b3b2e6d1a791d63a,1469207400,-1.399320717195,-1.376267463672143,-1.376267463672143,-1.376267463672143,-1.376267463672143,0.07799426341499993,0.05494100989214301,0.05494100989214301,0.05494100989214301,0.05494100989214301
b3b2e6d1a791d63a,1469207700,-1.412705095397,-1.3726047296793336,-1.3726047296793336,-1.3726047296793336,-1.3726047296793336,-0.14425664861300014,-0.18435701433066654,-0.18435701433066654,-0.18435701433066654,-0.18435701433066654
b3b2e6d1a791d63a,1469208000,-1.427436684941,-1.3841270430750001,-1.3841270430750001,-1.3841270430750001,-1.3841270430750001,-0.4760080668289999,-0.5193177086949998,-0.5193177086949998,-0.5193177086949998,-0.5193177086949998
b3b2e6d1a791d63a,1469208300,-1.468871379538,-1.4146751435864706,-1.4146751435864706,-1.4146751435864706,-1.4146751435864706,-0.6886675382320002,-0.7428637741835296,-0.7428637741835296,-0.7428637741835296,-0.7428637741835296
b3b2e6d1a791d63a,1469208600,-1.535909693589,-1.4559453532633335,-1.4559453532633335,-1.4559453532633335,-1.4559453532633335,-0.915899414291,-0.9958637546166664,-0.9958637546166664,-0.9958637546166664,-0.9958637546166664
b3b2e6d1a791d63a,1469208900,-1.623170062539,-1.5083592350852633,-1.5083592350852633,-1.5083592350852633,-1.5083592350852633,-0.023376551921000077,-0.1381873793747368,-0.1381873793747368,-0.1381873793747368,-0.1381873793747368
b3b2e6d1a791d63a,1469209200,-1.670802781536,-1.515268604054,-1.515268604054,-1.515268604054,-1.515268604054,-0.11209789833400019,-0.26763207581600024,-0.26763207581600024,-0.26763207581600024,-0.26763207581600024
b3b2e6d1a791d63a,1469209500,-1.690626105767,-1.544486498777,-1.528012988616667,-1.528012988616667,-1.528012988616667,0.000802897807000047,-0.145336709183,-0.16181021934333306,-0.16181021934333306,-0.16181021934333306
b3b2e6d1a791d63a,1469209800,-1.7161674491480001,-1.560256209527,-1.5353679985868185,-1.5353679985868185,-1.5353679985868185,0.10306848956800008,-0.05284275005299999,-0.07773096099318155,-0.07773096099318155,-0.07773096099318155
b3b2e6d1a791d63a,1469210100,-1.724061604827,-1.5791986884905,-1.5387476055865221,-1.5387476055865221,-1.5387476055865221,0.019150030857000067,-0.1257128854795,-0.1661639683834779,-0.1661639683834779,-0.1661639683834779
b3b2e6d1a791d63a,1469210400,-1.782836201105,-1.59107845915,-1.545671104269167,-1.545671104269167,-1.545671104269167,0.7538304476550002,0.5620727057000001,0.5166653508191672,0.5166653508191672,0.5166653508191672
b3b2e6d1a791d63a,1469210700,-1.753604131072,-1.5831546132345,-1.5250044902364004,-1.5250044902364004,-1.5250044902364004,-0.6008393667280001,-0.7712888845655002,-0.8294390075635998,-0.8294390075635998,-0.8294390075635998
b3b2e6d1a791d63a,1469211000,-1.833352306451,-1.630394495696,-1.5569059905273082,-1.5569059905273082,-1.5569059905273082,-0.4296141801189999,-0.632571990874,-0.7060604960426917,-0.7060604960426917,-0.7060604960426917
b3b2e6d1a791d63a,1469211300,-1.869304479931,-1.6690879297344998,-1.58305637926963,-1.58305637926963,-1.58305637926963,0.30475124505099993,0.10453469485449984,0.018503144389629966,0.018503144389629966,0.018503144389629966
b3b2e6d1a791d63a,1469211600,-1.810005911642,-1.6729578026154999,-1.582395552684286,-1.582395552684286,-1.582395552684286,0.729774282832,0.5927261738054999,0.5021639238742861,0.5021639238742861,0.5021639238742861
b3b2e6d1a791d63a,1469211900,-1.672848163735,-1.6480091131369998,-1.5650795553093106,-1.5650795553093106,-1.5650795553093106,-0.2834592949650001,-0.3082983455630002,-0.39122790339068936,-0.39122790339068936,-0.39122790339068936
b3b2e6d1a791d63a,1469212200,-1.7038242481589998,-1.6873135148474998,-1.5781204854223339,-1.5781204854223339,-1.5781204854223339,0.10345313877899986,0.08694240546749987,-0.022250623957666082,-0.022250623957666082,-0.022250623957666082
b3b2e6d1a791d63a,1469212500,-1.6855712911099998,-1.6880986984384998,-1.5915147628880004,-1.5788382474854843,-1.5788382474854843,-0.7048174124100004,-0.7022900050815004,-0.7988739406319998,-0.8115504560345159,-0.8115504560345159
b3b2e6d1a791d63a,1469212800,-1.7556278406659998,-1.7358976449069998,-1.6253800865733337,-1.604199199236563,-1.604199199236563,0.0918468729759998,0.07211667721699988,-0.038400881116666286,-0.05958176845343699,-0.05958176845343699
b3b2e6d1a791d63a,1469213100,-1.7606960414769997,-1.7423788231519999,-1.639697806152667,-1.6060047073715156,-1.6060047073715156,-0.5012186330430006,-0.5195358513680004,-0.6222168683673333,-0.6559099671484847,-0.6559099671484847
b3b2e6d1a791d63a,1469213400,-1.8163963515319996,-1.7996162763185,-1.6661844232773337,-1.62529617699353,-1.62529617699353,0.04106051891199969,0.02428044369850002,-0.1091514093426662,-0.15003965562647004,-0.15003965562647004
b3b2e6d1a791d63a,1469213700,-1.8910293594489995,-1.8223167452605,-1.6857795286393338,-1.6295830242971434,-1.6295830242971434,-0.012609316981000429,-0.08132193116949993,-0.21785914779066617,-0.27405565213285654,-0.27405565213285654
b3b2e6d1a791d63a,1469214000,-1.8459488773119994,-1.8396505918815,-1.702245956234667,-1.6371956813008337,-1.6371956813008337,0.09014263732199934,0.08384435189149997,-0.05356028375533306,-0.11861055868916637,-0.11861055868916637
b3b2e6d1a791d63a,1469214300,-1.7952328526539993,-1.8322686662925,-1.7111362373743337,-1.6404013720762167,-1.6404013720762167,-0.053030576496000625,-0.0159947628574999,-0.13712719177566624,-0.20786205707378325,-0.20786205707378325
b3b2e6d1a791d63a,1469214600,-1.8236038720809993,-1.8168048918615,-1.7231731591040005,-1.6458714262097374,-1.6458714262097374,0.1633872540309993,0.1565882738115001,0.0629565410540005,-0.014345191840262617,-0.014345191840262617
b3b2e6d1a791d63a,1469214900,-1.8816023710049992,-1.77722526737,-1.725873532426334,-1.646239251641539,-1.646239251641539,0.42362869455499896,0.3192515909199998,0.2678998559763337,0.18826557519153875,0.18826557519153875
b3b2e6d1a791d63a,1469215200,-1.8317689927799992,-1.7677966204695,-1.7354653408250005,-1.6415326122617504,-1.6415326122617504,0.05171265065999897,-0.012259721650500266,-0.04459100129499971,-0.1385237298582498,-0.1385237298582498
b3b2e6d1a791d63a,1469215500,-1.8497375160539993,-1.7676544035819999,-1.7419783043103338,-1.6560704511795004,-1.644911239819269,0.2625108741039992,0.1804277616319998,0.15475166236033377,0.06884380922950029,0.05768459786926883
b3b2e6d1a791d63a,1469215800,-1.7694213098969993,-1.7625245752815,-1.7470721999036671,-1.6613903924042503,-1.6435377970128575,0.4289891911869994,0.4220924565715001,0.40664008119366724,0.32095827369425045,0.3031056783028576
b3b2e6d1a791d63a,1469216100,-1.7370864249989992,-1.748891233238,-1.7406146904343338,-1.6640449608642502,-1.6364888277500003,1.2795331916619992,1.291337999901,1.2830614570973338,1.2064917275272502,1.1789355944130002
b3b2e6d1a791d63a,1469216400,-1.5566502808806992,-1.68652331620635,-1.7186276111725671,-1.6388008876781752,-1.6096948369678865,0.541609091570699,0.6714821268963498,0.7035864218625669,0.623759698368175,0.5946536476578863
b3b2e6d1a791d63a,1469216700,-1.4806208165496992,-1.68582508799935,-1.7084181023569005,-1.6344898506169252,-1.596480311464378,-0.5188314563203007,-0.31362718487065,-0.29103417051309943,-0.36496242225307474,-0.40297196140562197
b3b2e6d1a791d63a,1469217000,-1.4902021761936992,-1.66807552675285,-1.723167786652234,-1.6492350112244252,-1.605240571494935,0.2174077973336992,0.39528114789284996,0.4503734077922339,0.37644063236442515,0.3324461926349349
b3b2e6d1a791d63a,1469217300,-1.4419009900806992,-1.61856692136735,-1.702146107555234,-1.643827425550925,-1.5981672482473832,-0.29675204892930074,-0.12008611764264998,-0.03650693145476591,-0.09482561345907481,-0.1404857907626167
b3b2e6d1a791d63a,1469217600,-1.4309399510666991,-1.6272719115738499,-1.6881832449299006,-1.650114857094675,-1.6010940355549377,-0.5409779036333009,-0.34464594312615016,-0.28373460977009946,-0.32180299760532494,-0.37082381914506235
