KPI ID,timestamp,lastSlotDiff,lastDayDiff,lastWeekDiff
8a20c229e9860d0c,1477238400,0.0,0.0,0.0
8a20c229e9860d0c,1477238700,1.9454003107405304e-05,0.0,0.0
8a20c229e9860d0c,1477239000,-0.005962003474133365,0.0,0.0
8a20c229e9860d0c,1477239300,-0.0004967255452451858,0.0,0.0
8a20c229e9860d0c,1477239600,0.004552236718623814,0.0,0.0
8a20c229e9860d0c,1477239900,0.005291488834964803,0.0,0.0
8a20c229e9860d0c,1477240200,0.0063420050009275475,0.0,0.0
8a20c229e9860d0c,1477240500,0.0022864938275488356,0.0,0.0
8a20c229e9860d0c,1477240800,0.00902665742462469,0.0,0.0
8a20c229e9860d0c,1477241100,0.0073341591575196985,0.0,0.0
8a20c229e9860d0c,1477241400,0.008491023873454753,0.0,0.0
8a20c229e9860d0c,1477241700,0.0009247136125928451,0.0,0.0
8a20c229e9860d0c,1477242000,-0.004912784242020518,0.0,0.0
8a20c229e9860d0c,1477242300,-0.009872258091421518,0.0,0.0
8a20c229e9860d0c,1477242600,0.004950395314627196,0.0,0.0
8a20c229e9860d0c,1477242900,0.023646989198767288,0.0,0.0
8a20c229e9860d0c,1477243200,0.011642572370815965,0.0,0.0
8a20c229e9860d0c,1477243500,0.0017508602763305764,0.0,0.0
8a20c229e9860d0c,1477243800,0.003726090054741088,0.0,0.0
8a20c229e9860d0c,1477244100,0.0038129846017994767,0.0,0.0
8a20c229e9860d0c,1477244400,0.004824592761450669,0.0,0.0
8a20c229e9860d0c,1477244700,0.0032578970475221347,0.0,0.0
8a20c229e9860d0c,1477245000,0.0003696260583155031,0.0,0.0
8a20c229e9860d0c,1477245300,0.00485442223284336,0.0,0.0
8a20c229e9860d0c,1477245600,-0.008520853344847451,0.0,0.0
8a20c229e9860d0c,1477245900,0.011020044272582817,0.0,0.0
8a20c229e9860d0c,1477246200,0.002733935898148951,0.0,0.0
8a20c229e9860d0c,1477246500,0.0008456006667967725,0.0,0.0
8a20c229e9860d0c,1477246800,0.0032099105066302133,0.0,0.0
8a20c229e9860d0c,1477247100,0.000243823505139025,0.0,0.0
8a20c229e9860d0c,1477247400,0.0036378985739778796,0.0,0.0
8a20c229e9860d0c,1477247700,0.0019544788417432957,0.0,0.0
8a20c229e9860d0c,1477248000,-0.0003592505897401996,0.0,0.0
8a20c229e9860d0c,1477248300,0.001098502706757938,0.0,0.0
8a20c229e9860d0c,1477248600,0.004396604693861307,0.0,0.0
8a20c229e9860d0c,1477248900,-0.0006899686424209767,0.0,0.0
8a20c229e9860d0c,1477249200,0.00017508602791826283,0.0,0.0
8a20c229e9860d0c,1477249500,0.001322872208789537,0.0,0.0
8a20c229e9860d0c,1477249800,0.0025186449308427783,0.0,0.0
8a20c229e9860d0c,1477250100,-0.0005836200922552173,0.0,0.0
8a20c229e9860d0c,1477250400,0.001128332178198941,0.0,0.0
8a20c229e9860d0c,1477250700,0.0015666957139769018,0.0,0.0
8a20c229e9860d0c,1477251000,-6.873747775250003e-05,0.0,0.0
8a20c229e9860d0c,1477251300,0.0008858056064264021,0.0,0.0
8a20c229e9860d0c,1477251600,-2.9829471441020217e-05,0.0,0.0
8a20c229e9860d0c,1477251900,-0.00014525655599384804,0.0,0.0
8a20c229e9860d0c,1477252200,0.0014097667557995686,0.0,0.0
8a20c229e9860d0c,1477252500,0.000992154156592158,0.0,0.0
8a20c229e9860d0c,1477252800,-0.005875108927413379,0.0,0.0
8a20c229e9860d0c,1477253100,0.005690944365108051,0.0,0.0
8a20c229e9860d0c,1477253400,0.0014097667557995686,0.0,0.0
8a20c229e9860d0c,1477253700,-0.009299013467838273,0.0,0.0
8a20c229e9860d0c,1477254000,0.008890479403017938,0.0,0.0
8a20c229e9860d0c,1477254300,0.002373388374848913,0.0,0.0
8a20c229e9860d0c,1477254600,-0.00030088858075637964,0.0,0.0
8a20c229e9860d0c,1477254900,-0.0004863500769598933,0.0,0.0
8a20c229e9860d0c,1477255200,0.0010699701687316952,0.0,0.0
8a20c229e9860d0c,1477255500,-0.0009532461502806643,0.0,0.0
8a20c229e9860d0c,1477255800,0.000661436104394772,0.0,0.0
8a20c229e9860d0c,1477256100,-5.836200898380953e-05,0.0,0.0
8a20c229e9860d0c,1477256400,-0.015417945900439028,0.0,0.0
8a20c229e9860d0c,1477256700,0.0138901581922902,0.0,0.0
8a20c229e9860d0c,1477257000,-0.00011672401845104138,0.0,0.0
8a20c229e9860d0c,1477257300,5.836200946721104e-05,0.0,0.0
8a20c229e9860d0c,1477257600,7.781601213956157e-05,0.0,0.0
8a20c229e9860d0c,1477257900,-0.0009921541565921614,0.0,0.0
8a20c229e9860d0c,1477258200,0.0005836200922552208,0.0,0.0
8a20c229e9860d0c,1477258500,-0.0003203425839121109,0.0,0.0
8a20c229e9860d0c,1477258800,-0.0019064923010447508,0.0,0.0
8a20c229e9860d0c,1477259100,-0.0013034182056337988,0.0,0.0
8a20c229e9860d0c,1477259400,0.0001945400305905995,0.0,0.0
8a20c229e9860d0c,1477259700,-0.0016341362578311883,0.0,0.0
8a20c229e9860d0c,1477260000,-0.019609635094844386,0.0,0.0
8a20c229e9860d0c,1477260300,0.010553148198778652,0.0,0.0
8a20c229e9860d0c,1477260600,-0.004552236718140444,0.0,0.0
8a20c229e9860d0c,1477260900,-0.003296805053833597,0.0,0.0
8a20c229e9860d0c,1477261200,-0.0005939955604438163,0.0,0.0
8a20c229e9860d0c,1477261500,-0.002090656863301725,0.0,0.0
8a20c229e9860d0c,1477261800,-0.0023254018336669735,0.0,0.0
8a20c229e9860d0c,1477262100,-0.005047665329970814,0.0,0.0
8a20c229e9860d0c,1477262400,-0.002889567922718106,0.0,0.0
8a20c229e9860d0c,1477262700,-0.0036664311120040913,0.0,0.0
8a20c229e9860d0c,1477263000,-5.8362009177172214e-05,0.0,0.0
8a20c229e9860d0c,1477263300,-0.005788214380209995,0.0,0.0
8a20c229e9860d0c,1477263600,-0.010747688229610947,0.0,0.0
8a20c229e9860d0c,1477263900,0.005222751357647368,0.0,0.0
8a20c229e9860d0c,1477264200,-0.00012580255322482137,0.0,0.0
8a20c229e9860d0c,1477264500,-0.0033071805219255235,0.0,0.0
8a20c229e9860d0c,1477264800,-0.00330718052197386,0.0,0.0
8a20c229e9860d0c,1477265100,-0.0016146822548204626,0.0,0.0
8a20c229e9860d0c,1477265400,-0.0027728439043153974,0.0,0.0
8a20c229e9860d0c,1477265700,-0.00670125559096342,0.0,0.0
8a20c229e9860d0c,1477266000,-0.00038000152664054154,0.0,0.0
8a20c229e9860d0c,1477266300,-0.009560994042286053,0.0,0.0
8a20c229e9860d0c,1477266600,0.00019454003068725134,0.0,0.0
8a20c229e9860d0c,1477266900,-0.001722327738497717,0.0,0.0
8a20c229e9860d0c,1477267200,-0.009619356051508682,0.0,0.0
8a20c229e9860d0c,1477267500,0.005933470936445542,0.0,0.0
8a20c229e9860d0c,1477267800,-0.006147464970240241,0.0,0.0
8a20c229e9860d0c,1477268100,-0.0027430144329227274,0.0,0.0
8a20c229e9860d0c,1477268400,-0.003492642017887307,0.0,0.0
8a20c229e9860d0c,1477268700,-0.0035211745557202495,0.0,0.0
8a20c229e9860d0c,1477269000,-0.004863500767568793,0.0,0.0
8a20c229e9860d0c,1477269300,-0.0057583849088173045,0.0,0.0
8a20c229e9860d0c,1477269600,-0.0018961168326144529,0.0,0.0
8a20c229e9860d0c,1477269900,-0.0011477861811613477,0.0,0.0
8a20c229e9860d0c,1477270200,-0.0007976141258565494,0.0,0.0
8a20c229e9860d0c,1477270500,-0.010582977670364674,0.0,0.0
8a20c229e9860d0c,1477270800,-0.008959216880770421,0.0,0.0
8a20c229e9860d0c,1477271100,0.012411653959221558,0.0,0.0
8a20c229e9860d0c,1477271400,-0.010310621627586225,0.0,0.0
8a20c229e9860d0c,1477271700,-0.003102265022614542,0.0,0.0
8a20c229e9860d0c,1477272000,-0.001108878175043182,0.0,0.0
8a20c229e9860d0c,1477272300,-0.007645423206851354,0.0,0.0
8a20c229e9860d0c,1477272600,-0.0033849965341134214,0.0,0.0
