KPI ID,remainder,seasonal,timestamp,trend,predict
76f4550c43334374,-0.016649642133767975,-0.00023769828143222827,1477670400,0.1125242152412626,0
76f4550c43334374,-0.016941220427885498,-0.0018889360644226247,1477670700,0.11252233142251153,0
76f4550c43334374,-0.00925837015236962,-0.0018144794104576836,1477671000,0.11252044760376048,0
76f4550c43334374,-0.015299424536572973,-0.005881309069091816,1477671300,0.1125185637850094,0
76f4550c43334374,-0.011871018042541329,-0.0077137789390627045,1477671600,0.11251667996625833,0
76f4550c43334374,-0.015032632287327275,-0.006553978535832284,1477671900,0.11251479614750726,0
76f4550c43334374,-0.002766894548401261,-0.0095674282576179,1477672200,0.1125129123287562,0
76f4550c43334374,0.005091116531202629,-0.010160151499864123,1477672500,0.11251102851000512,0
76f4550c43334374,0.0015670103386753315,-0.013647103299649169,1477672800,0.11250914469125403,0
76f4550c43334374,0.0063583200038699605,-0.013193520268263427,1477673100,0.11250726087250297,0
76f4550c43334374,-0.0034578791602358355,-0.0173011360245432,1477673400,0.11250537705375192,0
76f4550c43334374,-0.002182117343168727,-0.021764232798841432,1477673700,0.11250349323500083,0
76f4550c43334374,-0.006924129949389096,-0.024742364523590788,1477674000,0.11250160941624976,0
76f4550c43334374,-0.0024662648057126035,-0.02993303499066537,1477674300,0.11249972559749873,0
76f4550c43334374,0.0003780799190754857,-0.033853039971783586,1477674600,0.11249784177874764,0
76f4550c43334374,-0.001657972654091705,-0.036623977964577926,1477674900,0.11249595795999656,0
76f4550c43334374,-0.005515761796117222,-0.040127893905434885,1477675200,0.1124940741412455,0
76f4550c43334374,-0.005187037301596281,-0.04141428312742945,1477675500,0.11249219032249444,0
76f4550c43334374,-0.015816025559925784,-0.0434067063102437,1477675800,0.11249030650374336,0
76f4550c43334374,-0.013102458432601565,-0.04251173383028237,1477676100,0.11248842268499228,0
76f4550c43334374,-0.005768276832318162,-0.0452355269931076,1477676400,0.11248653886624124,0
76f4550c43334374,-0.0013862190237519528,-0.0461593225189045,1477676700,0.11248465504749017,0
76f4550c43334374,-0.003516467950630195,-0.048618996911453626,1477677000,0.11248277122873908,0
76f4550c43334374,-0.0059488014636565325,-0.04965785552422312,1477677300,0.11248088740998803,0
76f4550c43334374,-0.014095588415447556,-0.0497410426414029,1477677600,0.11247900359123694,0
76f4550c43334374,-0.010722290463440948,-0.05115885155589917,1477677900,0.11247711977248588,0
76f4550c43334374,-0.01487321076995936,-0.05608947682376627,1477678200,0.1124752359537348,0
76f4550c43334374,-0.012238562961195992,-0.056902215439248574,1477678500,0.11247335213498376,0
76f4550c43334374,-0.011967677905085709,-0.05641203789638859,1477678800,0.11247146831623267,0
