KPI ID,remainder,seasonal,timestamp,trend,predict
54e8a140f6237526,-0.10408976164636141,-0.3455266427336144,2016-07-22 16:00:00,-0.5984711781400243,0
54e8a140f6237526,0.007945489435245534,-0.42847554430970236,2016-07-22 16:05:00,-0.5985372899455432,0
54e8a140f6237526,0.10097790334173018,-0.4706956262646679,2016-07-22 16:10:00,-0.5986034017510623,0
54e8a140f6237526,0.3001848051279006,-0.3868812383983192,2016-07-22 16:15:00,-0.5986695135565813,0
54e8a140f6237526,0.2674474727584071,-0.5134879727313068,2016-07-22 16:20:00,-0.5987356253621003,0
54e8a140f6237526,-0.059764728585499194,-0.4297717668768815,2016-07-22 16:25:00,-0.5988017371676193,0
54e8a140f6237526,0.5327947314024946,-0.5360288544753562,2016-07-22 16:30:00,-0.5988678489731384,0
54e8a140f6237526,0.3228283201522709,-0.6096232656636135,2016-07-22 16:35:00,-0.5989339607786573,0
54e8a140f6237526,0.4383046835600185,-0.6477389592348421,2016-07-22 16:40:00,-0.5990000725841764,0
54e8a140f6237526,0.042141618442298356,-0.608171306462603,2016-07-22 16:45:00,-0.5990661843896954,0
54e8a140f6237526,0.3122883537621033,-0.7187979207168887,2016-07-22 16:50:00,-0.5991322961952145,0
54e8a140f6237526,0.021457147186821235,-0.6938769056660877,2016-07-22 16:55:00,-0.5991984080007334,0
54e8a140f6237526,0.20132914983692163,-0.7407630063606689,2016-07-22 17:00:00,-0.5992645198062525,0
54e8a140f6237526,0.13647851210876094,-0.7638848483569894,2016-07-22 17:05:00,-0.5993306316117715,0
54e8a140f6237526,0.1931796098371501,-0.7542902943998594,2016-07-22 17:10:00,-0.5993967434172905,0
54e8a140f6237526,0.2342000167461915,-0.905301826563382,2016-07-22 17:15:00,-0.5994628552228095,0
54e8a140f6237526,0.017723586045133577,-0.8382664854568048,2016-07-22 17:20:00,-0.5995289670283286,0
54e8a140f6237526,0.3504630668842469,-0.8666414369303993,2016-07-22 17:25:00,-0.5995950788338476,0
54e8a140f6237526,0.26336762677664916,-0.9416789256972825,2016-07-22 17:30:00,-0.5996611906393666,0
54e8a140f6237526,0.024589711002185655,-1.0127008609173,2016-07-22 17:35:00,-0.5997273024448856,0
54e8a140f6237526,0.05760575258521283,-1.0677792703048083,2016-07-22 17:40:00,-0.5997934142504046,0
54e8a140f6237526,0.15514942990018743,-1.0969191845842639,2016-07-22 17:45:00,-0.5998595260559236,0
54e8a140f6237526,0.8615393611709251,-1.1476830046104824,2016-07-22 17:50:00,-0.5999256378614426,0
54e8a140f6237526,0.16096025757134924,-1.0332670611643875,2016-07-22 17:55:00,-0.5999917496669617,0
54e8a140f6237526,0.5113844124103598,-1.1293651833978793,2016-07-22 18:00:00,-0.6000578614724806,0
54e8a140f6237526,0.2721564383458117,-1.313760044537812,2016-07-22 18:05:00,-0.6001239732779997,0
54e8a140f6237526,0.5309428666653493,-1.0525185447418306,2016-07-22 18:10:00,-0.6001900850835187,0
54e8a140f6237526,-0.008538353933521647,-1.2688045138274406,2016-07-22 18:15:00,-0.6002561968890378,0
54e8a140f6237526,0.4137077515344155,-1.3026535457898587,2016-07-22 18:20:00,-0.6003223086945567,0
54e8a140f6237526,-0.07171572673385573,-1.104163687606069,2016-07-22 18:25:00,-0.6003884205000758,0
54e8a140f6237526,0.44675703941743095,-1.6220794946118362,2016-07-22 18:30:00,-0.6004545323055948,0
54e8a140f6237526,0.34191217976031585,-1.145192349819202,2016-07-22 18:35:00,-0.6005206441111138,0
54e8a140f6237526,-0.016662377609866774,-1.1296705415435004,2016-07-22 18:40:00,-0.6005867559166328,0
54e8a140f6237526,0.49775113515741554,-1.3214108190952636,2016-07-22 18:45:00,-0.6006528677221519,0
54e8a140f6237526,0.8376581659730771,-1.257377144025406,2016-07-22 18:50:00,-0.6007189795276708,0
54e8a140f6237526,0.5826866540990515,-1.3930402955958616,2016-07-22 18:55:00,-0.6007850913331899,0
54e8a140f6237526,0.6916376419334999,-1.503657141264791,2016-07-22 19:00:00,-0.6008512031387089,0
