KPI ID,timestamp,remainder,seasonal,trend,predict
54e8a140f6237526,1469203200,-0.10408976164636141,-0.3455266427336144,-0.5984711781400243,0
54e8a140f6237526,1469203500,0.007945489435245534,-0.42847554430970236,-0.5985372899455432,0
54e8a140f6237526,1469203800,0.10097790334173018,-0.4706956262646679,-0.5986034017510623,0
54e8a140f6237526,1469204100,0.3001848051279006,-0.3868812383983192,-0.5986695135565813,0
54e8a140f6237526,1469204400,0.2674474727584071,-0.5134879727313068,-0.5987356253621003,0
54e8a140f6237526,1469204700,-0.059764728585499194,-0.4297717668768815,-0.5988017371676193,0
54e8a140f6237526,1469205000,0.5327947314024946,-0.5360288544753562,-0.5988678489731384,0
54e8a140f6237526,1469205300,0.3228283201522709,-0.6096232656636135,-0.5989339607786573,0
54e8a140f6237526,1469205600,0.4383046835600185,-0.6477389592348421,-0.5990000725841764,0
54e8a140f6237526,1469205900,0.042141618442298356,-0.608171306462603,-0.5990661843896954,0
54e8a140f6237526,1469206200,0.3122883537621033,-0.7187979207168887,-0.5991322961952145,0
54e8a140f6237526,1469206500,0.021457147186821235,-0.6938769056660877,-0.5991984080007334,0
54e8a140f6237526,1469206800,0.20132914983692163,-0.7407630063606689,-0.5992645198062525,0
54e8a140f6237526,1469207100,0.13647851210876094,-0.7638848483569894,-0.5993306316117715,0
54e8a140f6237526,1469207400,0.1931796098371501,-0.7542902943998594,-0.5993967434172905,0
54e8a140f6237526,1469207700,0.2342000167461915,-0.905301826563382,-0.5994628552228095,0
54e8a140f6237526,1469208000,0.017723586045133577,-0.8382664854568048,-0.5995289670283286,0
54e8a140f6237526,1469208300,0.3504630668842469,-0.8666414369303993,-0.5995950788338476,0
54e8a140f6237526,1469208600,0.26336762677664916,-0.9416789256972825,-0.5996611906393666,0
54e8a140f6237526,1469208900,0.024589711002185655,-1.0127008609173,-0.5997273024448856,0
54e8a140f6237526,1469209200,0.05760575258521283,-1.0677792703048083,-0.5997934142504046,0
54e8a140f6237526,1469209500,0.15514942990018743,-1.0969191845842639,-0.5998595260559236,0
54e8a140f6237526,1469209800,0.8615393611709251,-1.1476830046104824,-0.5999256378614426,0
54e8a140f6237526,1469210100,0.16096025757134924,-1.0332670611643875,-0.5999917496669617,0
54e8a140f6237526,1469210400,0.5113844124103598,-1.1293651833978793,-0.6000578614724806,0
54e8a140f6237526,1469210700,0.2721564383458117,-1.313760044537812,-0.6001239732779997,0
54e8a140f6237526,1469211000,0.5309428666653493,-1.0525185447418306,-0.6001900850835187,0
54e8a140f6237526,1469211300,-0.008538353933521647,-1.2688045138274406,-0.6002561968890378,0
54e8a140f6237526,1469211600,0.4137077515344155,-1.3026535457898587,-0.6003223086945567,0
54e8a140f6237526,1469211900,-0.07171572673385573,-1.104163687606069,-0.6003884205000758,0
54e8a140f6237526,1469212200,0.44675703941743095,-1.6220794946118362,-0.6004545323055948,0
54e8a140f6237526,1469212500,0.34191217976031585,-1.145192349819202,-0.6005206441111138,0
54e8a140f6237526,1469212800,-0.016662377609866774,-1.1296705415435004,-0.6005867559166328,0
54e8a140f6237526,1469213100,0.49775113515741554,-1.3214108190952636,-0.6006528677221519,0
54e8a140f6237526,1469213400,0.8376581659730771,-1.257377144025406,-0.6007189795276708,0
54e8a140f6237526,1469213700,0.5826866540990515,-1.3930402955958616,-0.6007850913331899,0
54e8a140f6237526,1469214000,0.6916376419334999,-1.503657141264791,-0.6008512031387089,0
54e8a140f6237526,1469214300,0.2967031456801301,-1.3434356670259022,-0.600917314944228,0
