KPI ID,timestamp,remainder,seasonal,trend,predict
76f4550c43334374,1477670400,-0.016649642133767975,-0.00023769828143222827,0.1125242152412626,0
76f4550c43334374,1477670700,-0.016941220427885498,-0.0018889360644226251,0.11252233142251153,0
76f4550c43334374,1477671000,-0.009258370152369619,-0.0018144794104576834,0.11252044760376047,0
76f4550c43334374,1477671300,-0.015299424536572973,-0.005881309069091816,0.11251856378500939,0
76f4550c43334374,1477671600,-0.011871018042541329,-0.0077137789390627045,0.11251667996625833,0
76f4550c43334374,1477671900,-0.015032632287327277,-0.006553978535832284,0.11251479614750726,0
76f4550c43334374,1477672200,-0.002766894548401261,-0.0095674282576179,0.1125129123287562,0
76f4550c43334374,1477672500,0.00509111653120263,-0.010160151499864125,0.11251102851000512,0
76f4550c43334374,1477672800,0.0015670103386753315,-0.013647103299649169,0.11250914469125405,0
76f4550c43334374,1477673100,0.0063583200038699605,-0.013193520268263426,0.11250726087250298,0
76f4550c43334374,1477673400,-0.0034578791602358355,-0.0173011360245432,0.11250537705375191,0
76f4550c43334374,1477673700,-0.002182117343168727,-0.02176423279884143,0.11250349323500085,0
76f4550c43334374,1477674000,-0.006924129949389096,-0.024742364523590788,0.11250160941624977,0
76f4550c43334374,1477674300,-0.0024662648057126035,-0.02993303499066537,0.11249972559749871,0
76f4550c43334374,1477674600,0.00037807991907548577,-0.03385303997178359,0.11249784177874764,0
76f4550c43334374,1477674900,-0.001657972654091705,-0.036623977964577926,0.11249595795999656,0
76f4550c43334374,1477675200,-0.005515761796117222,-0.040127893905434885,0.1124940741412455,0
76f4550c43334374,1477675500,-0.005187037301596281,-0.04141428312742945,0.11249219032249443,0
76f4550c43334374,1477675800,-0.015816025559925784,-0.0434067063102437,0.11249030650374336,0
76f4550c43334374,1477676100,-0.013102458432601563,-0.04251173383028237,0.11248842268499229,0
76f4550c43334374,1477676400,-0.005768276832318162,-0.0452355269931076,0.11248653886624123,0
76f4550c43334374,1477676700,-0.0013862190237519528,-0.0461593225189045,0.11248465504749015,0
76f4550c43334374,1477677000,-0.003516467950630195,-0.048618996911453626,0.11248277122873909,0
76f4550c43334374,1477677300,-0.005948801463656533,-0.04965785552422312,0.11248088740998802,0
76f4550c43334374,1477677600,-0.014095588415447557,-0.0497410426414029,0.11247900359123694,0
76f4550c43334374,1477677900,-0.010722290463440948,-0.05115885155589917,0.11247711977248588,0
76f4550c43334374,1477678200,-0.014873210769959358,-0.05608947682376627,0.1124752359537348,0
76f4550c43334374,1477678500,-0.012238562961195992,-0.056902215439248574,0.11247335213498375,0
76f4550c43334374,1477678800,-0.01196767790508571,-0.05641203789638859,0.11247146831623267,0
76f4550c43334374,1477679100,-0.010374114818473043,-0.05721003025772114,0.11246958449748161,0
76f4550c43334374,1477679400,-0.007963424651350193,-0.056463012791107124,0.11246770067873053,0
76f4550c43334374,1477679700,-0.004173608323895392,-0.05894074966306438,0.11246581685997946,0
76f4550c43334374,1477680000,-0.005472230392307695,-0.059100716737163696,0.1124639330412284,0
76f4550c43334374,1477680300,-0.014933621248238271,-0.06060768675260168,0.11246204922247732,0
76f4550c43334374,1477680600,-0.015560511856067619,-0.060805994193607674,0.11246016540372626,0
76f4550c43334374,1477680900,-0.01120816764159159,-0.06024739532183474,0.11245828158497519,0
76f4550c43334374,1477681200,-0.014112734087327689,-0.06097209048380708,0.11245639776622413,0
76f4550c43334374,1477681500,-0.011660774197283424,-0.061819208426572674,0.11245451394747305,0
76f4550c43334374,1477681800,-0.012188173765011245,-0.06126543540221711,0.11245263012872198,0
76f4550c43334374,1477682100,-0.010548963800809219,-0.06219256204344393,0.11245074630997091,0
76f4550c43334374,1477682400,-0.012110274783968075,-0.06377739889926845,0.11244886249121984,0
76f4550c43334374,1477682700,-0.0179238757149916,-0.06484127611656973,0.11244697867246878,0
76f4550c43334374,1477683000,-0.017169812510057683,-0.06329699535096456,0.1124450948537177,0
76f4550c43334374,1477683300,-0.018473826845802427,-0.06344377800019005,0.11244321103496664,0
76f4550c43334374,1477683600,-0.015803579523270897,-0.06427541864871847,0.11244132721621557,0
76f4550c43334374,1477683900,-0.01637719828094747,-0.06551214928918281,0.11243944339746449,0
76f4550c43334374,1477684200,-0.018766624617383848,-0.06607629318287894,0.11243755957871343,0
