KPI ID,timestamp,value,label
e5e3cd1a03fee6bd,1496289660,803.0,0
e5e3cd1a03fee6bd,1496289720,732.0,0
e5e3cd1a03fee6bd,1496289780,661.0,0
e5e3cd1a03fee6bd,1496289840,690.0,0
e5e3cd1a03fee6bd,1496289900,692.0,0
e5e3cd1a03fee6bd,1496289960,784.0,0
e5e3cd1a03fee6bd,1496290020,715.0,0
e5e3cd1a03fee6bd,1496290080,793.0,0
e5e3cd1a03fee6bd,1496290140,711.0,0
e5e3cd1a03fee6bd,1496290200,748.0,0
e5e3cd1a03fee6bd,1496290260,659.0,0
e5e3cd1a03fee6bd,1496290320,729.0,0
e5e3cd1a03fee6bd,1496290380,746.0,0
e5e3cd1a03fee6bd,1496290440,763.0,0
e5e3cd1a03fee6bd,1496290500,680.0,0
e5e3cd1a03fee6bd,1496290560,738.0,0
e5e3cd1a03fee6bd,1496290620,828.0,0
e5e3cd1a03fee6bd,1496290680,872.0,0
e5e3cd1a03fee6bd,1496290740,823.0,0
e5e3cd1a03fee6bd,1496290800,815.0,0
e5e3cd1a03fee6bd,1496290860,777.0,0
e5e3cd1a03fee6bd,1496290920,812.0,0
e5e3cd1a03fee6bd,1496290980,826.0,0
e5e3cd1a03fee6bd,1496291040,787.0,0
e5e3cd1a03fee6bd,1496291100,813.0,0
e5e3cd1a03fee6bd,1496291160,870.0,0
e5e3cd1a03fee6bd,1496291220,825.0,0
e5e3cd1a03fee6bd,1496291280,837.0,0
e5e3cd1a03fee6bd,1496291340,877.0,0
e5e3cd1a03fee6bd,1496291400,869.0,0
e5e3cd1a03fee6bd,1496291460,900.0,0
e5e3cd1a03fee6bd,1496291520,847.0,0
e5e3cd1a03fee6bd,1496291580,829.0,0
e5e3cd1a03fee6bd,1496291640,819.0,0
e5e3cd1a03fee6bd,1496291700,824.0,0
e5e3cd1a03fee6bd,1496291760,700.0,0
e5e3cd1a03fee6bd,1496291820,818.0,0
e5e3cd1a03fee6bd,1496291880,816.5,0
e5e3cd1a03fee6bd,1496291940,815.0,0
e5e3cd1a03fee6bd,1496292000,811.0,0
e5e3cd1a03fee6bd,1496292060,797.0,0
e5e3cd1a03fee6bd,1496292120,932.0,0
e5e3cd1a03fee6bd,1496292180,747.0,0
e5e3cd1a03fee6bd,1496292240,786.0,0
e5e3cd1a03fee6bd,1496292300,825.0,0
e5e3cd1a03fee6bd,1496292360,838.0,0
e5e3cd1a03fee6bd,1496292420,834.0,0
e5e3cd1a03fee6bd,1496292480,886.0,0
e5e3cd1a03fee6bd,1496292540,842.0,0
e5e3cd1a03fee6bd,1496292600,828.0,0
e5e3cd1a03fee6bd,1496292660,864.0,0
e5e3cd1a03fee6bd,1496292720,961.0,0
e5e3cd1a03fee6bd,1496292780,818.0,0
e5e3cd1a03fee6bd,1496292840,867.0,0
e5e3cd1a03fee6bd,1496292900,808.0,0
e5e3cd1a03fee6bd,1496292960,865.0,0
e5e3cd1a03fee6bd,1496293020,870.0,0
e5e3cd1a03fee6bd,1496293080,822.0,0
e5e3cd1a03fee6bd,1496293140,856.0,0
e5e3cd1a03fee6bd,1496293200,949.0,0
e5e3cd1a03fee6bd,1496293260,898.0,0
e5e3cd1a03fee6bd,1496293320,876.0,0
e5e3cd1a03fee6bd,1496293380,820.0,0
e5e3cd1a03fee6bd,1496293440,840.0,0
e5e3cd1a03fee6bd,1496293500,813.0,0
e5e3cd1a03fee6bd,1496293560,854.0,0
e5e3cd1a03fee6bd,1496293620,785.0,0
e5e3cd1a03fee6bd,1496293680,830.0,0
e5e3cd1a03fee6bd,1496293740,861.0,0
e5e3cd1a03fee6bd,1496293800,819.0,0
e5e3cd1a03fee6bd,1496293860,971.0,0
e5e3cd1a03fee6bd,1496293920,800.0,0
e5e3cd1a03fee6bd,1496293980,907.0,0
e5e3cd1a03fee6bd,1496294040,903.0,0
e5e3cd1a03fee6bd,1496294100,888.0,0
e5e3cd1a03fee6bd,1496294160,901.0,0
e5e3cd1a03fee6bd,1496294220,841.0,0
e5e3cd1a03fee6bd,1496294280,894.0,0
e5e3cd1a03fee6bd,1496294340,840.0,0
e5e3cd1a03fee6bd,1496294400,860.0,0
e5e3cd1a03fee6bd,1496294460,882.0,0
e5e3cd1a03fee6bd,1496294520,828.0,0
e5e3cd1a03fee6bd,1496294580,906.0,0
e5e3cd1a03fee6bd,1496294640,880.0,0
e5e3cd1a03fee6bd,1496294700,820.0,0
e5e3cd1a03fee6bd,1496294760,858.0,0
e5e3cd1a03fee6bd,1496294820,829.5,0
e5e3cd1a03fee6bd,1496294880,801.0,0
e5e3cd1a03fee6bd,1496294940,796.0,0
e5e3cd1a03fee6bd,1496295000,814.0,0
e5e3cd1a03fee6bd,1496295060,831.0,0
e5e3cd1a03fee6bd,1496295120,868.0,0
e5e3cd1a03fee6bd,1496295180,831.0,0
e5e3cd1a03fee6bd,1496295240,830.0,0
e5e3cd1a03fee6bd,1496295300,820.0,0
