KPI ID,timestamp,value,label
88cf3a776ba00e7c,1492967340,0.0656922668301,0
88cf3a776ba00e7c,1492967400,0.065181694316,0
88cf3a776ba00e7c,1492967460,0.0652405037156,0
88cf3a776ba00e7c,1492967520,0.0638076928907,0
88cf3a776ba00e7c,1492967580,0.0637419332895,0
88cf3a776ba00e7c,1492967640,0.0631741552686,0
88cf3a776ba00e7c,1492967700,0.0623839707913,0
88cf3a776ba00e7c,1492967760,0.0618204698177,0
88cf3a776ba00e7c,1492967820,0.0612655229385,0
88cf3a776ba00e7c,1492967880,0.0608180368712,0
88cf3a776ba00e7c,1492967940,0.0597209742546,0
88cf3a776ba00e7c,1492968000,0.0596466605588,0
88cf3a776ba00e7c,1492968060,0.05852821270600001,0
88cf3a776ba00e7c,1492968120,0.057592608622699985,0
88cf3a776ba00e7c,1492968180,0.0571440532936,0
88cf3a776ba00e7c,1492968240,0.0562955940477,0
88cf3a776ba00e7c,1492968300,0.05580961455519999,0
88cf3a776ba00e7c,1492968360,0.055778071331900006,0
88cf3a776ba00e7c,1492968420,0.055256806199699984,0
88cf3a776ba00e7c,1492968480,0.05438268467040002,0
88cf3a776ba00e7c,1492968540,0.0540881030418,0
88cf3a776ba00e7c,1492968600,0.053896170547,0
88cf3a776ba00e7c,1492968660,0.0530872739881,0
88cf3a776ba00e7c,1492968720,0.0525772361049,0
88cf3a776ba00e7c,1492968780,0.0524398359624,0
88cf3a776ba00e7c,1492968840,0.052000369358699984,0
88cf3a776ba00e7c,1492968900,0.05140960220890002,0
88cf3a776ba00e7c,1492968960,0.0508541206988,0
88cf3a776ba00e7c,1492969020,0.0502900850943,0
88cf3a776ba00e7c,1492969080,0.050137180655500005,0
88cf3a776ba00e7c,1492969140,0.0493437883928,0
88cf3a776ba00e7c,1492969200,0.048938538167,0
88cf3a776ba00e7c,1492969260,0.0486835192254,0
88cf3a776ba00e7c,1492969320,0.0477660925928,0
88cf3a776ba00e7c,1492969380,0.047822763468699986,0
88cf3a776ba00e7c,1492969440,0.047345338070800005,0
88cf3a776ba00e7c,1492969500,0.046604339636699986,0
88cf3a776ba00e7c,1492969560,0.0466743762853,0
88cf3a776ba00e7c,1492969620,0.045923754495,0
88cf3a776ba00e7c,1492969680,0.045693328575,0
88cf3a776ba00e7c,1492969740,0.045078503034499985,0
88cf3a776ba00e7c,1492969800,0.045181686799099986,0
88cf3a776ba00e7c,1492969860,0.044515002060900005,0
88cf3a776ba00e7c,1492969920,0.0440407844483,0
88cf3a776ba00e7c,1492969980,0.0438611484643,0
88cf3a776ba00e7c,1492970040,0.0434740756893,0
88cf3a776ba00e7c,1492970100,0.0428057870583,0
88cf3a776ba00e7c,1492970160,0.0425293828805,0
88cf3a776ba00e7c,1492970220,0.0424561384466,0
88cf3a776ba00e7c,1492970280,0.0423556278365,0
88cf3a776ba00e7c,1492970340,0.04204500728080001,0
88cf3a776ba00e7c,1492970400,0.041292781597800005,0
